Detail Page URL,Name,Price,Item condition,Availability,Brand,Category,Age Group,ID,Description,The navigation link,Images,Images URL
"http://www.childplay.com.au/a/kids-cushions-1/donkey/vic/clifton-hill/pillow-fight/100256866","Donkey Pillow Fight","$59.95","New","Buy online, In-store","Donkey","Kids Cushions","","100256866","Kids cushions - Pillow fight takes your pillow battles to a whole new level. \nIncludes 4 pillow weapons. \nOuter material - cotton and polyester. Filling material 100% polyester. \nBox size 52cm x22cm x7 cm","Home,Nursery,Kids Bedroom,Decor,Cushions","100256866_1.jpg,100256866_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/866/100256866/popup/image.jpg?201511231936; http://www.childplay.com.au/dbimages/bike/fn_2/866/100256866/popup/image.jpg?201511231936;"
"http://www.childplay.com.au/a/playmobil-city-action/playmobil/vic/clifton-hill/playmobil-recycling-truck/100194206","Playmobil - Recycling Truck","$99.95","New","Buy online, In-store","Playmobil","Playmobil City Action","4+","100194206","A fabulous Playmobil Recycling Truck. \nSet includes Truck with flashing light, 2 playmobil people, 2 single rubbish bins , 1 skip bin. \nHighly recommended, great play value. \nBox size 40cm x 30cm x 15cm\nMade in Spain","Home,Toys,Constructions &amp; Vehicles,Playmobil,City Action","100194206_1.jpg,100194206_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/206/100194206/popup/playmobil4129_recycling_truck.jpg?201502111117; http://www.childplay.com.au/dbimages/bike/fn_2/206/100194206/popup/playmobile_recyling_2.jpg?201502111117;"
"http://www.childplay.com.au/a/toy-keyboards-and-pianos/schoenhut/vic/clifton-hill/baby-grand-piano/100054292","Schoenhut Baby Grand Piano","$249.95","New","Buy online, In-store","Schoenhut","Toy Keyboards and Pianos","3+","100054292","Schoenhut's Fancy Baby Grand is beautifully designed with curved legs and an elegant style, yet extremely durable and sturdy. This piano is a great way to introduce a child to basic keyboard skills and musical concepts. Lovely chime-like tones are created by small hammers striking metal rods, the sound that makes Schoenhut toy pianos unique. The two and one-half octave span of full-width keys provides a good foundation for the transition to a larger model.","Home,Toys,Art, Music &amp; Creativity,Musical,Keyboards","100054292_1.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/292/100054292/popup/10-02-2014_4-03-09_PM.jpg?201512021049;"
"http://www.childplay.com.au/a/farm-animal-figurines/le-toy-van/vic/clifton-hill/le-toy-van-noah-s-ark/100246198","Le Toy Van - Noah's Ark","$165","New","Buy online, In-store","Le Toy Van","Farm Animal Figurines","3+","100246198","A big beautiful painted wooden ark that houses 10 pairs of hand finished painted wooden animals , Noah and his wife. \nA sliding panel in the hull and hinged front hatch allow the animals to go in 2 by 2 . \nHeight 38cm , length 51cm , depth 17cm . \nFeatures three port holes, windows on deck, front opening &amp; deck ramp. \nDesigned in the UK . \nRecommended age 3 +","Home,Toys,Figures, Animals &amp; Plush,Animal Figurines,Farm Animals","100246198_1.jpg,100246198_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_2/198/100246198/popup/image.jpg?201512091238; http://www.childplay.com.au/dbimages/bike/fn_3/198/100246198/popup/image.jpg?201512091238;"
"http://www.childplay.com.au/a/pencils/lyra/vic/clifton-hill/lyra-colour-giants/100025796","Lyra Colour Giants","$19.95","New","Buy online, In-store","Lyra","Pencils","","100025796","Out of stock. \nThese German made pencils have an extra thick lead 6. 25mm in diameter, break resistant . \nThe most beautiful colours and lovely to hold. \n12 asst. colours pack\nPEFC logo guarantees that the wood in the pencils comes from forests managed in an appropriate and sustainable manner.","Home,Party &amp; School,School Supplies &amp; Luggage,Stationery,Pencils","100025796_1.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/796/100025796/popup/lyra_12_pen.jpg?201511201711;"
"http://www.childplay.com.au/a/marble-run/kinderkram/vic/clifton-hill/marble-sounding-tree-medium/100193478","kinderkram Marble Sounding  Tree - Medium","$120","New","Buy online, In-store","kinderkram","Marble Run","3+","100193478","Marble Sounding Tree. \nDrop  a marble down this beautiful wooden tree , watch &amp; hear the magic. Beautiful sounds . \nGood for hand eye co-ordination. \nMade in Poland from eco friendly timbers, natural plant dyes and finnished with flax seed oil. \nA perfect gift for any child any age . \nHeight 45 cm\nIncludes 6 marbles\nDelivery outside Victoria will require postage quotation.","Home,Toys,Constructions &amp; Vehicles,Building,Marble Run","100193478_1.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/478/100193478/popup/marble_tree_large.jpg?201502040955;"
"http://www.childplay.com.au/a/other-dolls/maileg/vic/clifton-hill/maileg-mouse-little-mouse/100182536","Maileg Mouse - Little Mouse","$39.95","New","Buy online, In-store","Maileg","Other Dolls","3+","100182536","Danish design, gorgeous, imaginative, creative, free play. \nIn this box sleeps a mouse known as Little Brother. You can give him a special name if you like. He sleeps on a striped mattress , pillow and a blanket on top. \nHe has a striped body and is wearing colored shorts. Adorable. \nYou can play with Little brother all day and then put him to bed a night. \nBox size11cm x 8cm x5cm\nlittle brother 9cm","Home,Toys,Dolls,Dolls,Other Dolls","100182536_1.jpg,100182536_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_2/536/100182536/popup/Maileg_little_brother_mouse_in_a_box_2_grande.jpg?201506030853; http://www.childplay.com.au/dbimages/bike/fn_3/536/100182536/popup/Maileg_little_brother_mouse_in_a_box_copy_grande.jpg?201506030853;"
"http://www.childplay.com.au/a/baby-rattles/kid-o/vic/clifton-hill/animal-wobbles-fox/100161915","Kid O Animal Wobbles Fox","$16.95","New","Buy online, In-store","Kid O","Baby Rattles","1+","100161915","A Gorgeous Wobble Toy\nThis Roly Poly Wobble Fox will keep little ones amused. \nStanding 10cm , very cute. \n\nThese Kid O Animal Wobbles are indestructible toys that look gorgeous to boot. \n\nRecommended age 1+\nPlastic with weighted base.","Home,Toys,Baby Toys,Rattles and Squeakers","100161915_1.jpg,100161915_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/915/100161915/popup/FoxWobbleToy_hiRes.jpg?201511261631; http://www.childplay.com.au/dbimages/bike/fn_2/915/100161915/popup/Wobble-Toys-Eyes-2.jpg?201511261631;"
"http://www.childplay.com.au/a/toy-cars/playforever/vic/clifton-hill/midi-buck-black-and-red-racing-car/100239187","Playforever Midi Buck Black And Red Racing Car","$69.95","New","Click &amp; Collect, Buy online","Playforever","Toy Cars","3+","100239187","Playforever Midi Buck Black And Red Racing Car Reminiscent of the 1920’s racing car, the Midi Buck in Black and Red is a contemporary version of a bygone era. Hot red, movable rubber wheels and a shiny black body make this Playforever toy a must-have","Home,Toys,Constructions &amp; Vehicles,Vehicles,Cars","100239187_1.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/187/100239187/popup/707963.jpg?201509041037;"
"http://www.childplay.com.au/a/games-other/selecta/vic/clifton-hill/dwarves-and-dice/100198676","Selecta Dwarves and  Dice","$34.95","New","Buy online, In-store","Selecta","Games Other","3+","100198676","A wonderful game for children aged 3 years + \nA roll of the 3 dice will give you a colour combination. Who will be first to find the right dwarf among the 56 cards whose cap, jacket and pants match the 3 colour dice. \nIts great . This game promotes colour recognition, reactions, concentration and hand eye co-ordination.","Home,Toys,Games &amp; Puzzles,Games,Games Other","100198676_1.jpg,100198676_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/676/100198676/popup/selecta_dwarves.jpg?201502261705; http://www.childplay.com.au/dbimages/bike/fn_2/676/100198676/popup/selecta_2.jpg?201502261705;"
"http://www.childplay.com.au/a/nursery-wall-art-prints/blink-designs/vic/clifton-hill/rainbow-colours-chart/100209451","BLiNK Designs Rainbow Colours chart","$65","New","Buy online, In-store","BLiNK Designs","Nursery Wall Art Prints","","100209451","Learn the colours of the Rainbow. \nInspire happy thoughts. \nA gorgeous colourful wall chart with hanging cord and timber dowel. \nPackaged in cardboard tube. \n100cm x 50cm","Home,Nursery,Kids Bedroom,Decor,Wall Art,Wall Art Prints","100209451_1.jpg,100209451_2.jpg,100209451_3.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/451/100209451/popup/blink_designs_colours_chart.jpg?201505261434; http://www.childplay.com.au/dbimages/bike/fn_2/451/100209451/popup/rainbow2.jpg?201505261434; http://www.childplay.com.au/dbimages/bike/fn_3/451/100209451/popup/rainbow3.jpg?201505261434;"
"http://www.childplay.com.au/a/other-dolls/lilliputiens/vic/clifton-hill/lillipuitens-baby-lucy/100192442","Lilliputiens Lillipuitens - Baby Lucy","$79.95","New","Buy online, In-store","Lilliputiens","Other Dolls","2+","100192442","A beautiful first doll in carry bag. \nBaby Lucy is made of cuddly velour. \nAccessories include velour bottle, little pet , garment to dress and undress. \nLovely quality. \nCarry Bag 28cm x width 18cm\nBaby Lucy 26cm","Home,Toys,Dolls,Dolls,Other Dolls","100192442_1.jpg,100192442_2.jpg,100192442_3.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/442/100192442/popup/lilliputiens_doll_baby_lucy.jpg?201512061936; http://www.childplay.com.au/dbimages/bike/fn_2/442/100192442/popup/lilliputiens_baby_2.jpg?201512061936; http://www.childplay.com.au/dbimages/bike/fn_3/442/100192442/popup/lilliputiens_baby_lucy_3.jpg?201512061936;"
"http://www.childplay.com.au/a/toy-cars/bajo/vic/clifton-hill/racing-car-bajo-toys/100068722","Racing Car - Bajo Toys","$39.95","New","Buy online, In-store","Bajo","Toy Cars","1+","100068722","A beautiful first wooden racing car. \nClassic design, rubber wheels , high quality. \nRecommended age 1+\nMade in Poland","Home,Toys,Constructions &amp; Vehicles,Vehicles,Cars","100068722_1.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/722/100068722/popup/bajo_race_car_resize.jpg?201407102300;"
"http://www.childplay.com.au/a/reptile-animal-figurines/schleich/vic/clifton-hill/schleich-dinosaur-brachiasaurus/100229865","Schleich -Dinosaur  Brachiasaurus","$44.95","New","Buy online, In-store","Schleich","Reptile Animal Figurines","3+","100229865","One of the largest animals on earth , long neck and tail. Plant eater. \nThis model dinosaur is 30 cm in length , 20 cm height, 8cm width. \nGreat Dinosuar for play and learn . \nRecommended age 3 +","Home,Toys,Figures, Animals &amp; Plush,Animal Figurines,Reptile","100229865_1.jpg,100229865_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_2/865/100229865/popup/image.jpg?201507091341; http://www.childplay.com.au/dbimages/bike/fn_3/865/100229865/popup/a.jpg?201507091341;"
"http://www.childplay.com.au/a/bird-figurines/manhattan-toy/vic/clifton-hill/manhattan-toy-birdhouse/100275747","Manhattan Toy - Birdhouse","$59.95","New","Buy online, In-store","Manhattan Toy","Bird Figurines","1+","100275747","Another brilliant toy from Manhattan Toys. \nA soft shape sorter birdhouse and four soft fabric birds. \nPop the birds in and out of the birdhouse. \nRecommended age 9months +","Home,Toys,Figures, Animals &amp; Plush,Animal Figurines,Birds","100275747_1.jpg,100275747_2.jpg,100275747_3.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/747/100275747/popup/image.jpg?201511121713; http://www.childplay.com.au/dbimages/bike/fn_2/747/100275747/popup/image.jpg?201511121713; http://www.childplay.com.au/dbimages/bike/fn_3/747/100275747/popup/image.jpg?201511121713;"
"http://www.childplay.com.au/a/other-board-games/haba/vic/clifton-hill/my-very-first-games-animal-upon-an/100069827","Haba My Very First Games- Animal Upon An","$64.95","New","Click &amp; Collect, Buy online","Haba","Other Board Games","2+","100069827","Stack up the fun with My Very First Games - Animal Upon Animal from HABA! \n\nOne by one, the children carefully stack the animals on top of each other. Who can stack the hen upon the sheep? And is there room left for the dog? If no animals fall, the player receives a sun as a reward. \n\nThis game is excellent for fostering fine motor skills and makes a perfect 'first' game for any little one! Instructions are included for three different ways to play the game, including a cooperative variation. \n\nWinner of multiple awards, this game material was designed with special care, conceived for small children's hands! Perfect for ages 2 and up!","Home,Toys,Games &amp; Puzzles,Games,Other Board Games","100069827_1.jpg,100069827_2.jpg,100069827_3.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/827/100069827/popup/004778_4c_F_02_xtr.jpg?201412180021; http://www.childplay.com.au/dbimages/bike/fn_2/827/100069827/popup/51exIF-jQaL._SY300_.jpg?201412180021; http://www.childplay.com.au/dbimages/bike/fn_3/827/100069827/popup/haba_animal_upon_animal_my_very_first_game3.jpg?201412180021;"
"http://www.childplay.com.au/a/kids-memory-card-game/other/vic/clifton-hill/remember-memory-game-dogs/100135163","Remember Memory Game - Dogs","$49.95","New","Buy online, In-store","Other","Kids Memory Card Game","4+","100135163","Out of stock. \nDog Memory Game - great for adults and children to test the memory . Search, guess and  find picture pairs. \nHigh quality presentation  box with a magnetic lid. \nCard size5. 6cm. 5. 6cm","Home,Toys,Games &amp; Puzzles,Games,Card Games,Memory","100135163_1.jpg,100135163_2.jpg,100135163_3.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/163/100135163/popup/remember_dog_game.jpg?201511242320; http://www.childplay.com.au/dbimages/bike/fn_2/163/100135163/popup/remember_dog_2.jpg?201511242320; http://www.childplay.com.au/dbimages/bike/fn_3/163/100135163/popup/remember_3.jpg?201511242320;"
"http://www.childplay.com.au/a/nursery-mobiles/manhattan-toy/vic/clifton-hill/manhattentoys-toy-skwish-mobile/100230316","Manhattan Toy Manhattentoys Toy - Skwish Mobile","$89.95","New","Buy online, In-store","Manhattan Toy","Nursery Mobiles","","100230316","The Manhatten Toy Compnay produce many top selling , award winning products  for babies and toddlers. \nThis wooden mobile is designed from the multi award winning Skwish Classic . \nMoving and rotating wooden shapes for baby to gaze upon. \nAttaches easily to the side of the cot. \nGreat quality and highly recommended . \nRecommended age 0-5 mths\nBox size 50cm x 19cm x 7 cm\nMade in Thailand","Home,Nursery,Kids Bedroom,Decor,Mobiles","100230316_1.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/316/100230316/popup/image.jpg?201509072228;"
"http://www.childplay.com.au/a/kids-craft-activity-kit/seedling/vic/clifton-hill/make-your-own-snow-globe/100135121","Seedling Make your own Snow Globe","$29.95","New","Buy online, In-store","Seedling","Kids Craft Activity Kit","6+","100135121","Model your own figurine, add water, glitter and shake. \nGorgeous its snowing !","Home,Toys,Art, Music &amp; Creativity,Craft,Activity Kit","100135121_1.jpg,100135121_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/121/100135121/popup/seedling_snow_globe_2.jpg?201512052246; http://www.childplay.com.au/dbimages/bike/fn_2/121/100135121/popup/seedling_snow_4.jpg?201512052246;"
"http://www.childplay.com.au/a/marble-run/hape/vic/clifton-hill/quadrilla-whirlpool/100267969","Hape Quadrilla Whirlpool","$129.95","New","Buy online, In-store","Hape","Marble Run","4+","100267969","Quadrilla is a system of blocks and tracks that allow the energy of a marble to travel in unique paths that children create themselves. Kids will be kept busy for hours developing ways to make the marbles run faster, take longer routes or get to the end of the track first. \n\nQuadrilla's versatile design allows children to determine the marble's path with endless options. Simple 2 or 3 level switches or complex multilevel, multidirectional layouts are possible depending on the builder's understanding of the function of each piece. \n\nThe possibilities are endless with the Quadrilla Whirlpool Set which can be used on its own or together with other Quadrilla sets. \n\nSet Includes: \n106 pieces\n•50 marbles in a cotton storage bag\nPostage may be adjusted if local. \nPlease call or email for a quote.","Home,Toys,Constructions &amp; Vehicles,Building,Marble Run","100267969_1.jpg,100267969_2.jpg,100267969_3.jpg","http://www.childplay.com.au/dbimages/bike/fn_2/969/100267969/popup/image.jpg?201511061640; http://www.childplay.com.au/dbimages/bike/fn_3/969/100267969/popup/c2.jpg?201511061640; http://www.childplay.com.au/dbimages/bike/fn_4/969/100267969/popup/c3.jpg?201511061640;"
"http://www.childplay.com.au/a/other-board-games/haba/vic/clifton-hill/the-little-orchard/100069825","Haba The Little Orchard","$39.95","New","Click &amp; Collect, Buy online","Haba","Other Board Games","3+","100069825","Ripe crunchy cherries are hanging on the trees. The cheeky raven knows that the fruit is ripe. \n\nThe players need to harvest the fruit quickly before the brazen raven can snitch them. \n\nThe nice thing about this game is that the children are not competing against each other and helps develop team spirit as they need to cooperate to outwit the raven. Also helps recognition and naming of colours and symbols and fine motor coordination. \n\n Box packaged. Age guide: from 3-8 years.","Home,Toys,Games &amp; Puzzles,Games,Other Board Games","100069825_1.jpg,100069825_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/825/100069825/popup/index.jpg?201407102255; http://www.childplay.com.au/dbimages/bike/fn_2/825/100069825/popup/HABA_Little_Orchard_Game.jpg?201407102255;"
"http://www.childplay.com.au/a/toy-cars/automoblox/vic/clifton-hill/minis-3-pack-53102-wooden-toy-cars/100186470","Automoblox Minis 3-pack 53102 Wooden Toy Cars","$49.95","New","Buy online, In-store","Automoblox","Toy Cars","3+","100186470","Made of German beech wood with a non-toxic finish\n    Three pack comes with one A9-S Orange, one M9 Blue, one X9-X Purple vehicle\n    Patented connector system","Home,Toys,Constructions &amp; Vehicles,Vehicles,Cars","100186470_1.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/470/100186470/popup/71Hch01QzCL._SL1500_.jpg?201508251450;"
"http://www.childplay.com.au/a/magnetic-building-sets/tegu/vic/clifton-hill/tegu-magnetic-wooden-blocks-jungle/100247276","Tegu- Magnetic Wooden Blocks jungle","$129.95","New","Buy online, In-store","Tegu","Magnetic Building Sets","1+","100247276","As toys have evolved the wooden building block is still an essential item in any playroom. Wooden blocks provide simplicity and developmental benefits for all ages and abilities . \nTegu have created a Magnetic  building block which further extends building possibilities, limited only by the builders imagination. \nEach block is multi- faceted, featuring magical magnetic hot spots in ideal connection locations. \nTegu blocks feature a north and south pole - so if a block doesn't click , just flip it and stick it. \nBeautiful quality. \nSet includes 24 magnetic pieces\nRecommended age 1 -99.","Home,Toys,Constructions &amp; Vehicles,Building,Magnetic","100247276_1.jpg,100247276_2.jpg,100247276_3.jpg","http://www.childplay.com.au/dbimages/bike/fn_2/276/100247276/popup/tegu_24_jungle.jpg?201509231659; http://www.childplay.com.au/dbimages/bike/fn_3/276/100247276/popup/tegu_jungle_2.jpg?201509231659; http://www.childplay.com.au/dbimages/bike/fn_4/276/100247276/popup/tegu_j_4.jpg?201509231659;"
"http://www.childplay.com.au/a/north-american-animal-figurines/areaware/vic/clifton-hill/areaware-ursa-small/100133958","Areaware - Ursa small","$149.95","New","Buy online, In-store","Areaware","North American Animal Figurines","3+","100133958","A beautifully designed wooden jointed Bear . A perfect piece for any home . \nDesigned in New York .","Home,Toys,Figures, Animals &amp; Plush,Animal Figurines,North American","100133958_1.jpg,100133958_2.jpg,100133958_3.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/958/100133958/popup/areaware_ursa.jpg?201509052246; http://www.childplay.com.au/dbimages/bike/fn_2/958/100133958/popup/areaware_ursa.jpg?201509052246; http://www.childplay.com.au/dbimages/bike/fn_3/958/100133958/popup/areaware_bear.jpg?201509052246;"
"http://www.childplay.com.au/a/kids-soft-bunny-toy/moulin-roty/vic/clifton-hill/my-little-wardrobe/100020909","Moulin Roty My little wardrobe","$139.95","New","Buy online, In-store","Moulin Roty","Kids Soft Bunny Toy","3+","100020909","My little wardrobe is an exquisite play set encouraging creative play. \nInside this wardrobe are 2 beautiful soft velour dolls with many outfits to dress them in. This sturdy suitcase can be transformed into a wardrobe  delight with coat hangers provided. \nMouse and bunny 20cm \nOutfits- overall, nightdress, pyjamas, shirt,  pullover, waist coat and bloomers","Home,Toys,Figures, Animals &amp; Plush,Soft,Bunnys","100020909_1.jpg,100020909_2.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/909/100020909/popup/play_imports_wardrobe.jpg?201504302201; http://www.childplay.com.au/dbimages/bike/fn_2/909/100020909/popup/632-451-F.jpg?201504302201;"
"http://www.childplay.com.au/a/toy-trains/pintoy/vic/clifton-hill/pintoy-activity-train/100084999","Pintoy Activity Train","$39.95","New","Buy online, In-store","Pintoy","Toy Trains","2+","100084999","A lovely 3 piece wooden activity train for a 1 year old. \nEach piece offers a different activity to stimulate the child. \nEach activity piece can be attached to make a pull along  moving train. \nHighly recommended","Home,Toys,Constructions &amp; Vehicles,Vehicles,Trains","100084999_1.jpg","http://www.childplay.com.au/dbimages/bike/fn_large/999/100084999/popup/pintoy_activity_train.jpg?201408261221;"
